C4H71-4                      2   357.100     4.720     0.000     0.000     1.000
TC3H6OH                      2   459.500     5.036     1.700     0.000     1.000
C3H6OH1-2                    2   459.500     5.036     1.700     0.000     1.000
C3H6OH2-1                    2   459.500     5.036     1.700     0.000     1.000
C5H10-2                      2   396.800     5.458     0.000     0.000     1.000
C5H92-4                      2   396.800     5.458     0.000     0.000     1.000
C2H5CHO                      2   435.200     4.662     2.700     0.000     1.000
CH3CHCO                      2   443.200     4.120     0.000     0.000     1.000
C4H72-2                      2   357.100     4.720     0.000     0.000     1.000
IC3H7CO                      2   436.400     5.352     0.000     0.000     1.000
IC3H5CO                      2   436.400     5.352     0.000     0.000     1.000
IC3H5OH                      2   459.500     5.036     1.700     0.000     1.000
C5H11-1                      2   523.200     5.664     1.700     0.000     1.000
C5H81-3                      2   408.000     5.200     0.000     0.000     1.000
C5H92-5                      2   396.800     5.458     0.000     0.000     1.000
C4H71-1                      2   357.100     4.720     0.000     0.000     1.000
C5H11-2                      2   523.200     5.664     1.700     0.000     1.000
C5H91-3                      2   396.800     5.458     0.000     0.000     1.000
CH3OCH3                      2   395.000     4.037     1.300     0.000     1.000
C4H71-2                      2   357.100     4.720     0.000     0.000     1.000
IC4H7OH                      2   502.200     5.356     1.800     0.000     1.000
IC3H6CO                      2   436.400     5.352     0.000     0.000     1.000
C5H11-3                      2   523.200     5.664     1.700     0.000     1.000
C5H91-4                      2   396.800     5.458     0.000     0.000     1.000
PC2H4OH                      2   470.600     4.410     0.000     0.000     1.500
C2H3CHO                      2   428.800     4.958     2.900     0.000     1.000
CH3OCH2                      2   395.000     4.037     1.300     0.000     1.000
C4H71-3                      2   357.100     4.720     0.000     0.000     1.000
SC3H5CO                      2   464.200     5.009     2.600     0.000     1.000
IC4H6OH                      2   502.200     5.356     1.800     0.000     1.000
C5H10-1                      2   386.200     5.489     0.400     0.000     1.000
C5H91-5                      2   396.800     5.458     0.000     0.000     1.000
C2H4O1-2                     2   436.000     3.970     0.000     0.000     2.000
C3H6O1-2                     2   403.600     4.968     2.000     0.000     1.000
TC3H6CHO                     2   436.400     5.352     0.000     0.000     1.000
IC3H5CHO                     2   436.400     5.352     0.000     0.000     1.000
C5H11O-2                     2   523.200     5.664     1.700     0.000     1.000
O2C2H4OH                     2   523.200     5.664     1.700     0.000     1.000
C2H3O1-2                     2   436.000     3.970     0.000     0.000     2.000
C5H11O-3                     2   523.200     5.664     1.700     0.000     1.000
CH3COCH3                     2   435.500     4.860     0.000     0.000     1.000
IC3H6CHO                     2   436.400     5.352     0.000     0.000     1.000
C5H9O1-3                     2   523.200     5.664     1.700     0.000     1.000
CH3COCH2                     2   435.500     4.860     0.000     0.000     1.000
C4H8O1-2                     2   496.000     5.200     0.000     0.000     1.000
SC3H5CHO                     2   464.200     5.009     2.600     0.000     1.000
TC4H8CHO                     2   476.000     5.778     2.600     0.000     1.000
C5H9O2-4                     2   523.200     5.664     1.700     0.000     1.000
C4H8O2-3                     2   496.000     5.200     0.000     0.000     1.000
IC3H7CHO                     2   436.400     5.352     0.000     0.000     1.000
IC4H7OOH                     2   436.400     5.352     0.000     0.000     1.000
C5H11O-1                     2   523.200     5.664     1.700     0.000     1.000
TC3H6OCH                     2   436.400     5.352     0.000     0.000     1.000
CH2CCH2O                     2   481.500     4.997     1.700     0.000     1.000
TC3H6OCHO                    2   436.400     5.352     0.000     0.000     1.000
CH2CCH2OH                    2   481.500     4.997     1.700     0.000     1.000
RR                           0   136.500     3.330     0.000     0.000     0.000
AS                           0  1045.500     4.580     0.000     0.000     0.000
ASH                          1   199.300     4.215     0.000     0.000     1.000
ASH2                         2   229.600     4.180     0.000     0.000     1.000
C2                           1    97.530     3.621     0.000     1.760     4.000
C2O                          1   232.400     3.828     0.000     0.000     1.000
CN2                          1   232.400     3.828     0.000     0.000     1.000
C2H2OH                       2   224.700     4.162     0.000     0.000     1.000
C2H4O2H                      2   470.600     4.410     0.000     0.000     1.500
O2C2H4O2H                    2   470.600     4.410     0.000     0.000     1.500
C2H5O2                       2   470.600     4.410     0.000     0.000     1.500
C2H5O2H                      2   470.600     4.410     0.000     0.000     1.500
C2H4O1,2                     2   387.300     4.349     0.000     0.000     1.500
C2N                          1   232.400     3.828     0.000     0.000     1.000
C2N2                         1   349.000     4.361     0.000     0.000     1.000
C3H2(S)                      2   209.000     4.100     0.000     0.000     1.000
C4H3                         1   357.000     4.720     0.000     0.000     1.000
C3H4O                        2   443.200     4.120     0.000     0.000     1.000
CHCHCHO                      2   443.200     4.120     0.000     0.000     1.000
HCCCHO                       2   443.200     4.120     0.000     0.000     1.000
HCCCO                        2   443.200     4.120     0.000     0.000     1.000
H2CCHCO                      2   443.200     4.120     0.000     0.000     1.000
CH3CCO                       2   443.200     4.120     0.000     0.000     1.000
CH2CHCO                      2   443.200     4.120     0.000     0.000     1.000
CH2CH2CHO                    2   424.600     4.820     0.000     0.000     1.000
AC3H4                        1   324.800     4.290     0.000     0.000     1.000
PC3H4                        1   324.800     4.290     0.000     0.000     1.000
C3H4C                        2   324.800     4.290     0.000     0.000     1.000
C3H6OH                       2   487.900     4.820     0.000     0.000     1.000
HOC3H6O2                     2   487.900     4.820     0.000     0.000     1.000
C3H7                         2   303.400     4.810     0.000     0.000     1.000
C4H                          1   357.000     4.720     0.000     0.000     1.000
C4H2                         1   357.000     4.720     0.000     0.000     1.000
C4H2OH                       2   224.700     4.162     0.000     0.000     1.000
CH3CHCCH                     2   355.000     4.650     0.000     0.000     1.000
C4H7                         2   355.000     4.650     0.000     0.000     1.000
C4H8                         2   355.000     4.650     0.000     0.000     1.000
C4H9                         2   352.000     5.240     0.000     0.000     1.000
PC4H9O2                      2   496.000     5.200     0.000     0.000     1.000
SC4H9O2                      2   496.000     5.200     0.000     0.000     1.000
PC4H9O2H                     2   496.000     5.200     0.000     0.000     1.000
SC4H9O2H                     2   496.000     5.200     0.000     0.000     1.000
IC4H8OH                      2   496.000     5.200     0.000     0.000     1.000
C4H8OH-1                     2   496.000     5.200     0.000     0.000     1.000
C4H8OH-2                     2   496.000     5.200     0.000     0.000     1.000
C4H8O1-3                     2   496.000     5.200     0.000     0.000     1.000
C4H8O1-4                     2   496.000     5.200     0.000     0.000     1.000
O2C4H8OH-1                   2   496.000     5.200     0.000     0.000     1.000
O2C4H8OH-2                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-2                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-3                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-4                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-1                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-3                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-4                   2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-2O2                 2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-3O2                 2   496.000     5.200     0.000     0.000     1.000
C4H8OOH1-4O2                 2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-1O2                 2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-3O2                 2   496.000     5.200     0.000     0.000     1.000
C4H8OOH2-4O2                 2   496.000     5.200     0.000     0.000     1.000
IO2C4H8OH                    2   496.000     5.200     0.000     0.000     1.000
C5H2                         1   408.000     5.200     0.000     0.000     1.000
C5H3                         1   408.000     5.200     0.000     0.000     1.000
c-C5H5                       1   408.000     5.200     0.000     0.000     1.000
c-C5H6                       1   408.000     5.200     0.000     0.000     1.000
C5H7                         2   408.000     5.200     0.000     0.000     1.000
CYC5H7                       2   408.000     5.200     0.000     0.000     1.000
C5H8                         2   408.000     5.200     0.000     0.000     1.000
C6H                          1   357.000     5.180     0.000     0.000     1.000
C6H2                         1   408.000     5.200     0.000     0.000     1.000
C6H4                         2   412.300     5.349     0.000     0.000     1.000
A1-                          2   412.300     5.349     0.000     0.000     1.000
C6H5(L)                      2   412.300     5.349     0.000     0.000     1.000
A1OH                         2   450.000     5.500     0.000     0.000     1.000
C6H5O                        2   450.000     5.500     0.000     0.000     1.000
OKETPHNL                     2   450.000     5.500     0.000     0.000     1.000
C6H4O2                       2   450.000     5.500     0.000     0.000     1.000
C5H4O                        2   450.000     5.500     0.000     0.000     1.000
C5H4OH                       2   450.000     5.500     0.000     0.000     1.000
C5H5O(1,3)                   2   450.000     5.500     0.000     0.000     1.000
C5H5OH                       2   450.000     5.500     0.000     0.000     1.000
C6H5C2H                      2   468.500     5.230     0.000     0.000     1.000
LC6H5                        2   426.300     5.510     0.000     0.000     1.000
LC3H3C3H2                    2   426.300     5.510     0.000     0.000     1.000
LC3H4C3H2                    2   426.300     5.510     0.000     0.000     1.000
LC3H3C3H3                    2   426.300     5.510     0.000     0.000     1.000
A1                           2   468.500     5.230     0.000    10.300     1.000
C6H7                         2   468.500     5.230     0.000     0.000     1.000
CYC6H7                       2   468.500     5.230     0.000     0.000     1.000
CYC6H8                       2   468.500     5.230     0.000     0.000     1.000
C6H5CH2                      2   495.300     5.680     0.000     0.000     1.000
C6H5CH3                      2   495.300     5.680     0.430    12.300     1.000
C6H4CH3                      2   495.300     5.680     0.000     0.000     1.000
CH3C6H4                      2   495.300     5.680     0.000     0.000     1.000
C6H5CO                       2   622.400     5.530     0.000     0.000     1.000
C6H5CHO                      2   622.400     5.530     0.000     0.000     1.000
C6H5CH2OH                    2   622.400     5.530     0.000     0.000     1.000
OC6H4CH3                     2   621.100     5.640     0.000     0.000     1.000
HOC6H4CH3                    2   621.100     5.640     0.000     0.000     1.000
XYLYLENE                     2   523.600     6.182     0.000     0.000     1.000
XYLYLRAD                     2   523.600     6.182     0.000     0.000     1.000
C6H5C2H5                     2   523.600     5.960     0.000     0.000     1.000
ACH3C2H3                     2   523.600     5.960     0.000     0.000     1.000
ACH3C2H5                     2   523.600     5.960     0.000     0.000     1.000
ACH2RC2H3                    2   523.600     5.960     0.000     0.000     1.000
ACH3CH3                      2   523.600     5.960     0.000     0.000     1.000
ACH3RCH2                     2   523.600     5.960     0.000     0.000     1.000
C6H9                         2   426.300     5.510     0.000     0.000     1.000
C6H10                        2   337.788     5.608     0.000     0.000     1.000
C6H9-A                       2   346.876     5.564     0.000     0.000     1.000
C6H9-T                       2   335.116     5.543     0.000     0.000     1.000
C6H9-S                       2   335.116     5.543     0.000     0.000     1.000
C2H3OCH2                     2   315.671     5.072     0.000     0.000     1.000
C3H2C                        1   290.616     4.368     0.000     0.000     1.000
C4H5C2H                      2   412.300     5.349     0.000     0.000     1.000
CH2CCHCH2CHCH2               2   439.817     5.466     0.000     0.000     1.000
CHCCH2CH2CHCH2               2   439.817     5.466     0.000     0.000     1.000
C3H3O                        2   301.263     5.055     0.000     0.000     1.000
C3H3O2H                      2   301.658     5.310     0.000     0.000     1.000
C2HCHO                       2   343.033     4.884     0.000     0.000     1.000
C8H14                        2   494.000     6.170     0.000     0.000     1.000
C8H16-C                      2   538.100     6.112     0.000     0.000     1.000
C8H16-1-5                    2   511.500     6.297     0.000     0.000     1.000
IC8H14                       2   494.000     6.170     0.000     0.000     1.000
C6H5C2H3                     2   546.200     6.000     0.130    15.000     1.000
C6H5CHCH                     2   546.200     6.000     0.000     0.000     1.000
C6H5CCH2                     2   546.200     6.000     0.000     0.000     1.000
C6H5C2                       2   534.300     5.710     0.000     0.000     1.000
C6H4C2H3                     2   546.200     6.000     0.000     0.000     1.000
C6H4C2H                      2   534.300     5.710     0.000     0.000     1.000
AAC2H5                       2   695.000     6.530     0.000     0.000     1.000
AAC2H3                       2   689.800     6.500     0.000     0.000     1.000
AARCCH2                      2   689.800     6.500     0.000     0.000     1.000
AACCH                        2   689.800     6.500     0.000     0.000     1.000
ARACCH                       2   689.800     6.500     0.000     0.000     1.000
ARAC2H3                      2   687.200     6.490     0.000     0.000     1.000
C6H5CCO                      2   588.200     5.940     0.000     0.000     1.000
C10H7                        2   630.400     6.180     0.000     0.000     1.000
C10H7O                       2   630.400     6.180     0.000     0.000     1.000
AC2H3C2H5                    2   630.400     6.180     0.000     0.000     1.000
AC2H3C2H3                    2   630.400     6.180     0.000     0.000     1.000
C10H8                        2   630.400     6.180     0.000    16.500     1.000
C10H9                        2   630.400     6.180     0.000     0.000     1.000
C10H10                       2   630.400     6.180     0.000     0.000     1.000
C10H7CH2                     2   660.000     6.350     0.000     0.000     1.000
AACH3CH2                     2   660.000     6.350     0.000     0.000     1.000
C10H7OH                      2   663.450     6.362     0.000     0.000     1.000
C10H7CH3                     2   660.000     6.350     0.000     0.000     1.000
FLRNTHN                      2   812.300     7.170     0.000     0.000     1.000
ACEPHEN                      2   812.300     7.170     0.000     0.000     1.000
ANTHRACN                     2   772.000     6.960     0.000    25.400     1.000
CH3INDENE                    2   625.000     6.150     0.000     0.000     1.000
CH3INDENYL                   2   625.000     6.150     0.000     0.000     1.000
AAACH3                       2   783.900     6.995     0.000     0.000     1.000
P1HENANOL                    2   783.900     6.995     0.000     0.000     1.000
P5HENANOL                    2   783.900     6.995     0.000     0.000     1.000
P1HANOXY                     2   783.900     6.995     0.000     0.000     1.000
P5HANOXY                     2   783.900     6.995     0.000     0.000     1.000
AAARCH2                      2   783.900     6.995     0.000     0.000     1.000
AAAC2H5                      2   816.600     7.160     0.000     0.000     1.000
AAAC2H3                      2   812.000     7.137     0.000     0.000     1.000
PHNTHRN                      2   772.000     6.960     0.000    38.800     1.000
PENTANAPH                    2   772.000     6.960     0.000     0.000     1.000
PENAPRAD                     2   772.000     6.960     0.000     0.000     1.000
P1HNTHRNYL                   2   772.000     6.960     0.000    38.800     1.000
P5HNTHRNYL                   2   772.000     6.960     0.000    38.800     1.000
PYRENE                       2   834.900     7.240     0.000     0.000     1.000
CY5PYREN                     2   862.000     7.382     0.000     0.000     1.000
H4PENTDEF                    2   834.900     7.240     0.000     0.000     1.000
H4PDFRAD                     2   834.900     7.240     0.000     0.000     1.000
PYRENYL                      2   834.900     7.240     0.000     0.000     1.000
DHPYRENE                     2   834.900     7.240     0.000     0.000     1.000
BENZOAP                      2   832.500     7.550     1.400     0.000     1.000
SMILEY                       2   832.500     7.550     0.000     0.000     1.000
BENZOGHI                     2   832.500     7.550     0.000     0.000     1.000
CPENTACD                     2   832.500     7.550     0.000     0.000     1.000
ACEC10H8                     2   695.400     6.760     0.000     0.000     1.000
ACEC10H7                     2   695.400     6.760     0.000     0.000     1.000
INDENE                       2   588.600     5.960     0.650     0.000     1.000
INDENYL                      2   588.600     5.960     0.000     0.000     1.000
CH3NDENE                     2   588.600     5.960     0.000     0.000     1.000
CH3NDNYL                     2   588.600     5.960     0.000     0.000     1.000
CH3FLRNE                     2   712.600     6.890     0.000     0.000     1.000
CH3FLRNL                     2   712.600     6.890     0.000     0.000     1.000
FLRENE                       2   712.600     6.890     0.000     0.000     1.000
FLRNYLP                      2   712.600     6.890     0.000     0.000     1.000
FLRNYLA                      2   712.600     6.890     0.000     0.000     1.000
CH2FLRNE                     2   712.600     6.890     0.000     0.000     1.000
C6H5C5H5                     2   783.800     6.640     0.000     0.000     1.000
C6H5C5H4                     2   783.800     6.640     0.000     0.000     1.000
BIBENZYL                     2   783.800     6.640     0.000     0.000     1.000
STILBENE                     2   772.000     6.960     0.000     0.000     1.000
STILBNRD                     2   772.000     6.960     0.000     0.000     1.000
DHANTHRN                     2   772.000     6.960     0.000     0.000     1.000
OBZYLTOL                     2   772.000     6.960     0.000     0.000     1.000
OBZYLTLR                     2   772.000     6.960     0.000     0.000     1.000
DMDP                         2   712.600     6.890     0.000     0.000     1.000
DMDPRD                       2   712.600     6.890     0.000     0.000     1.000
SCH2                         1   144.000     3.800     0.000     0.000     0.000
CH2CHCCH                     2   373.700     4.790     0.000     0.000     1.000
CH2CHCCH2                    2   373.700     4.790     0.000     0.000     1.000
CH3CCCH2                     2   357.100     4.720     0.000     0.000     1.000
CH3CHCCH2                    2   357.100     4.720     0.000     0.000     1.000
CH2CH2CCH                    2   373.700     4.790     0.000     0.000     1.000
CH2CHCH2                     2   316.000     4.220     0.000     0.000     1.000
AC3H5                        2   316.000     4.220     0.000     0.000     1.000
CH2CHCHCH                    2   357.100     4.720     0.000     0.000     1.000
CHCHCHCH                     2   357.100     4.720     0.000     0.000     1.000
CH2CHCHCH2                   2   357.100     4.720     0.000     0.000     1.000
C2H3O1,2                     2   436.000     3.970     0.000     0.000     2.000
HCOH                         2   498.000     3.590     0.000     0.000     1.000
H2CO                         2   498.000     3.590     0.000     0.000     2.000
CH2HCO                       2   436.000     3.970     0.000     0.000     2.000
CHOCHO                       1   440.200     4.010     0.000     0.000     2.000
CHOCO                        1   440.200     4.010     0.000     0.000     2.000
HCO2H                        2   481.800     3.626     1.700     0.000     1.000
CH3CC                        2   252.000     4.760     0.000     0.000     1.000
CH3CCCH3                     2   357.100     4.720     0.000     0.000     1.000
CH3CCH2                      2   316.000     4.220     0.000     0.000     1.000
TC3H5                        2   316.000     4.220     0.000     0.000     1.000
CH3CHCH                      2   316.000     4.220     0.000     0.000     1.000
SC3H5                        2   316.000     4.220     0.000     0.000     1.000
CH3CH2CCH                    2   357.100     4.720     0.000     0.000     1.000
CH3HCO                       2   436.000     3.970     0.000     0.000     2.000
CH3CO2                       2   436.000     3.970     0.000     0.000     2.000
CH3CO3                       2   436.000     3.970     0.000     0.000     2.000
CH3CO3H                      2   436.000     3.970     0.000     0.000     2.000
CH3O2                        2   481.800     3.626     0.000     0.000     1.000
CH3O2H                       2   481.800     3.626     0.000     0.000     1.000
CH4O                         2   417.000     3.690     1.700     0.000     2.000
CN                           1    75.000     3.856     0.000     0.000     1.000
CNC                          1   232.400     3.828     0.000     0.000     1.000
CNN                          1   232.400     3.828     0.000     0.000     1.000
F                            0    80.000     2.750     0.000     0.000     0.000
F2                           1   125.700     3.301     0.000     1.600     3.800
GAH                          1   335.500     4.240     0.000     0.000     1.000
H2C4O                        2   357.000     5.180     0.000     0.000     1.000
H2CCC                        2   265.300     3.721     0.000     0.000     1.000
H2CCC(S)                     2   265.300     3.721     0.000     0.000     1.000
H2CCCH                       2   252.000     4.760     0.000     0.000     1.000
H2CCCCH                      2   357.100     4.720     0.000     0.000     1.000
H2CCCCH2                     2   357.100     4.720     0.000     0.000     1.000
H2CCCCCH                     1   408.000     5.200     0.000     0.000     1.000
H2CN                         1   569.000     3.630     0.000     0.000     1.000
H2NO                         2   116.700     3.492     0.000     0.000     1.000
H2S                          2   301.000     3.600     0.000     0.000     1.000
HC2N2                        1   349.000     4.361     0.000     0.000     1.000
HCCHCCH                      2   357.100     4.720     0.000     0.000     1.000
HCCCHCCH                     1   408.000     5.200     0.000     0.000     1.000
HCN                          1   569.000     3.630     0.000     0.000     1.000
HCO+                         1   498.000     3.590     0.000     0.000     0.000
HF                           1   330.000     3.148     1.920     2.460     1.000
HF0                          1   352.000     2.490     1.730     0.000     5.000
HF1                          1   352.000     2.490     1.730     0.000     5.000
HF2                          1   352.000     2.490     1.730     0.000     5.000
HF3                          1   352.000     2.490     1.730     0.000     5.000
HF4                          1   352.000     2.490     1.730     0.000     5.000
HF5                          1   352.000     2.490     1.730     0.000     5.000
HF6                          1   352.000     2.490     1.730     0.000     5.000
HF7                          1   352.000     2.490     1.730     0.000     5.000
HF8                          1   352.000     2.490     1.730     0.000     5.000
HCNO                         2   232.400     3.828     0.000     0.000     1.000
HOCN                         2   232.400     3.828     0.000     0.000     1.000
HNCO                         2   232.400     3.828     0.000     0.000     1.000
HNNO                         2   232.400     3.828     0.000     0.000     1.000
HNO                          2   116.700     3.492     0.000     0.000     1.000
HNOH                         2   116.700     3.492     0.000     0.000     1.000
HSO2                         2   252.000     4.290     0.000     0.000     1.000
N                            0    71.400     3.298     0.000     0.000     0.000
N2H2                         2    71.400     3.798     0.000     0.000     1.000
N2H3                         2   200.000     3.900     0.000     0.000     1.000
N2H4                         2   205.000     4.230     0.000     4.260     1.500
N2O                          1   232.400     3.828     0.000     0.000     1.000
NCN                          1   232.400     3.828     0.000     0.000     1.000
NCO                          1   232.400     3.828     0.000     0.000     1.000
NH                           1    80.000     2.650     0.000     0.000     4.000
NH2                          2    80.000     2.650     0.000     2.260     4.000
NH3                          2   481.000     2.920     1.470     0.000    10.000
NNH                          2    71.400     3.798     0.000     0.000     1.000
NO                           1    97.530     3.621     0.000     1.760     4.000
NCNO                         2   232.400     3.828     0.000     0.000     1.000
NO2                          2   200.000     3.500     0.000     0.000     1.000
O3                           2   180.000     4.100     0.000     0.000     2.000
OH*                          1    80.000     2.750     0.000     0.000     0.000
S                            0   847.000     3.839     0.000     0.000     0.000
S2                           1   847.000     3.900     0.000     0.000     1.000
SH                           1   847.000     3.900     0.000     0.000     1.000
SO                           1   301.000     3.993     0.000     0.000     1.000
SO2                          2   252.000     4.290     0.000     0.000     1.000
SO3                          2   378.400     4.175     0.000     0.000     1.000
SIH4                         2   207.600     4.084     0.000     0.000     1.000
SIH3                         2   170.300     3.943     0.000     0.000     1.000
SIH2                         2   133.100     3.803     0.000     0.000     1.000
SIH                          1    95.800     3.662     0.000     0.000     1.000
SI                           0  3036.000     2.910     0.000     0.000     0.000
SI2H6                        2   301.300     4.828     0.000     0.000     1.000
SI2H5                        2   306.900     4.717     0.000     0.000     1.000
SI2H4                        2   312.600     4.601     0.000     0.000     1.000
SI2H3                        2   318.200     4.494     0.000     0.000     1.000
SI2H2                        2   323.800     4.383     0.000     0.000     1.000
SI2                          1  3036.000     3.280     0.000     0.000     1.000
SI3                          2  3036.000     3.550     0.000     0.000     1.000
SIF3                         2   309.600     4.359     0.000     0.000     1.000
SIF3NH2                      2   231.000     4.975     0.000     0.000     1.000
SIF4                         2   171.900     4.880     0.000     0.000     1.000
SIHF3                        2   180.800     4.681     0.000     0.000     1.000
H2SISIH2                     2   312.600     4.601     0.000     0.000     1.000
H3SISIH                      2   312.600     4.601     0.000     0.000     1.000
SI3H8                        2   331.200     5.562     0.000     0.000     1.000
ASH3                         2   259.800     4.145     0.000     0.000     1.000
AS2                          1  1045.500     5.510     0.000     0.000     1.000
GAME3                        2   378.200     5.520     0.000     0.000     1.000
GAME2                        2   675.800     5.220     0.000     0.000     1.000
GAME                         2   972.700     4.920     0.000     0.000     1.000
GA                           0  2961.800     4.620     0.000     0.000     0.000
K                            0   850.000     4.250     0.000     0.000     1.000
KOH                          2  1213.000     4.520     0.000     0.000     1.000
KO2                          2  1213.000     4.690     0.000     0.000     1.000
KH                           1    93.300     3.542     0.000     0.000     1.000
K+                           0   850.000     4.250     0.000     0.000     1.000
E                            0   850.000   425.000     0.000     0.000     1.000
KCL                          1  1989.000     4.186     0.000     0.000     1.000
CL                           0   130.800     3.613     0.000     0.000     1.000
CL-                          0   130.800     3.613     0.000     0.000     1.000
HCL                          1   344.700     3.339     1.084     0.000     1.000
KO                           1   383.000     3.812     0.000     0.000     1.000
NC10H22                      2   540.000     7.085     0.000     0.000     1.000
NC10H22O                     2   600.600     7.229     1.800     0.000     1.000
335C10H22                    2   522.000     6.873     0.000     0.000     1.000
2255C10H22                   2   497.300     6.899     0.000     0.000     1.000
IC8H18                       2   458.500     6.414     0.000     0.000     1.000
AC8H17                       2   458.500     6.414     0.000     0.000     1.000
BC8H17                       2   458.500     6.414     0.000     0.000     1.000
CC8H17                       2   458.500     6.414     0.000     0.000     1.000
