!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!                      Ignition characteristics of 2-methyltetrahydrofuran: An experimantal and kinetic study                                               !!
!!        Rupali Tripathi (a), Changyoul Lee (b,c), Ravi X. Fernandes (b,d), Herbert Olivier (e), Henry J. Curran (c), S. Mani Sarathy (f), Heinz Pitsch (a) !!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!!
!!2-MTHF trans file
!!!
#SpecName      Dummy     eps/k     sigma     Dummy     Dummy     Dummy
MTHF23OOH5O2       2   252.487     6.989     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 753.966K PC=  50.228BAR VC= 349.500CM3/MOL TB= 575.890K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGH2R2, CSRINGHR3, ETHER_RING, CSRINGHR3, CSH3R, ETHER, ALCOHOL)
MTHF24OOH1O2       2   246.654     6.937     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 758.898K PC=  52.663BAR VC= 350.500CM3/MOL TB= 580.560K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, ETHER, ALCOHOL)
MTHF24OOH2O2       2   256.079     6.763     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 765.203K PC=  56.278BAR VC= 348.500CM3/MOL TB= 580.800K	(ALCOHOL, ETHER, CSRINGR4, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, CSH3R, ETHER, ALCOHOL)
MTHF24OOH3O2       2   252.487     6.989     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 753.966K PC=  50.228BAR VC= 349.500CM3/MOL TB= 575.890K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGHR3, CSRINGH2R2, ETHER_RING, CSRINGHR3, CSH3R, ETHER, ALCOHOL)
MTHF24OOH5O2       2   252.487     6.989     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 753.966K PC=  50.228BAR VC= 349.500CM3/MOL TB= 575.890K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGH2R2, CSRINGHR3, ETHER_RING, CSRINGHR3, CSH3R, ETHER, ALCOHOL)
MTHF25OOH1O2       2   246.654     6.937     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 758.898K PC=  52.663BAR VC= 350.500CM3/MOL TB= 580.560K	(ALCOHOL, ETHER, CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, ETHER, ALCOHOL)
MTHF25OOH2O2       2   256.079     6.763     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 765.203K PC=  56.278BAR VC= 348.500CM3/MOL TB= 580.800K	(ALCOHOL, ETHER, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, CSH3R, ETHER, ALCOHOL)
MTHF25OOH3O2       2   252.487     6.989     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 753.966K PC=  50.228BAR VC= 349.500CM3/MOL TB= 575.890K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGH2R2, CSRINGHR3, ETHER_RING, CSRINGHR3, CSH3R, ETHER, ALCOHOL)
MTHF25OOH4O2       2   252.487     6.989     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 753.966K PC=  50.228BAR VC= 349.500CM3/MOL TB= 575.890K	(ALCOHOL, ETHER, CSRINGHR3, CSRINGHR3, ETHER_RING, CSRINGHR3, CSRINGH2R2, CSH3R, ETHER, ALCOHOL)
THF3OOH2KET        2   316.189     6.442     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 707.765K PC=  50.228BAR VC= 330.500CM3/MOL TB= 514.620K	(ALDEHYDE_CCENTERED, CSRINGHR3, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, ETHER_RING, ALDEHYDE_OCENTERED, ETHER, ALCOHOL)
THF2OOH2KET        2   323.847     6.233     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 720.676K PC=  56.278BAR VC= 329.500CM3/MOL TB= 519.530K	(ALDEHYDE_CCENTERED, CSRINGR4, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING, ALDEHYDE_OCENTERED, ETHER, ALCOHOL)
THF5OOH2KET        2   316.189     6.442     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 707.765K PC=  50.228BAR VC= 330.500CM3/MOL TB= 514.620K	(ALDEHYDE_CCENTERED, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, CSRINGHR3, ETHER_RING, ALDEHYDE_OCENTERED, ETHER, ALCOHOL)
THF4OOH2KET        2   316.189     6.442     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 707.765K PC=  50.228BAR VC= 330.500CM3/MOL TB= 514.620K	(ALDEHYDE_CCENTERED, CSRINGHR3, CSRINGH2R2, CSRINGHR3, CSRINGH2R2, ETHER_RING, ALDEHYDE_OCENTERED, ETHER, ALCOHOL)
MTHF25OOH3KET      2   342.377     6.598     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 737.426K PC=  47.562BAR VC= 320.500CM3/MOL TB= 533.780K	(CSH3R, CSRINGHR3, KETONE_RING, CSRINGH2R2, CSRINGHR3, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF21OOH3KET      2   336.231     6.545     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 742.259K PC=  49.804BAR VC= 321.500CM3/MOL TB= 538.450K	(CSH2R2, CSRINGHR3, KETONE_RING, CSRINGH2R2, CSRINGH2R2, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF22OOH3KET      2   350.838     6.388     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 750.768K PC=  53.124BAR VC= 319.500CM3/MOL TB= 538.690K	(CSH3R, CSRINGR4, KETONE_RING, CSRINGH2R2, CSRINGH2R2, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF24OOH3KET      2   342.377     6.598     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 737.426K PC=  47.562BAR VC= 320.500CM3/MOL TB= 533.780K	(CSH3R, CSRINGHR3, KETONE_RING, CSRINGHR3, CSRINGH2R2, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF21OOH4KET      2   336.231     6.545     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 742.259K PC=  49.804BAR VC= 321.500CM3/MOL TB= 538.450K	(CSH2R2, CSRINGHR3, CSRINGH2R2, KETONE_RING, CSRINGH2R2, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF22OOH4KET      2   350.838     6.388     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 750.768K PC=  53.124BAR VC= 319.500CM3/MOL TB= 538.690K	(CSH3R, CSRINGR4, CSRINGH2R2, KETONE_RING, CSRINGH2R2, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF23OOH4KET      2   342.377     6.598     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 737.426K PC=  47.562BAR VC= 320.500CM3/MOL TB= 533.780K	(CSH3R, CSRINGHR3, CSRINGHR3, KETONE_RING, CSRINGH2R2, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF25OOH4KET      2   342.377     6.598     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 737.426K PC=  47.562BAR VC= 320.500CM3/MOL TB= 533.780K	(CSH3R, CSRINGHR3, CSRINGH2R2, KETONE_RING, CSRINGHR3, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF21OOH5KET      2   336.231     6.545     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 742.259K PC=  49.804BAR VC= 321.500CM3/MOL TB= 538.450K	(CSH2R2, CSRINGHR3, CSRINGH2R2, CSRINGH2R2, KETONE_RING, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF22OOH5KET      2   350.838     6.388     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 750.768K PC=  53.124BAR VC= 319.500CM3/MOL TB= 538.690K	(CSH3R, CSRINGR4, CSRINGH2R2, CSRINGH2R2, KETONE_RING, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF23OOH5KET      2   342.377     6.598     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 737.426K PC=  47.562BAR VC= 320.500CM3/MOL TB= 533.780K	(CSH3R, CSRINGHR3, CSRINGHR3, CSRINGH2R2, KETONE_RING, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
MTHF24OOH5KET      2   342.377     6.598     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 737.426K PC=  47.562BAR VC= 320.500CM3/MOL TB= 533.780K	(CSH3R, CSRINGHR3, CSRINGH2R2, CSRINGHR3, KETONE_RING, ETHER_RING, KETONE_OCENTERED, ETHER, ALCOHOL)
CYCCCC(*C)O        2   384.891     5.607     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 559.803K PC=  45.964BAR VC= 262.500CM3/MOL TB= 359.860K	(CDH2R, CDRINGR3, CSRINGH2R2, CSRINGH2R2, CSRINGH2R2, ETHER_RING)
C*CC(*O)CQ         2   296.871     6.177     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 633.082K PC=  49.454BAR VC= 283.500CM3/MOL TB= 456.070K	(ALCOHOL, ETHER, CSH2R2, KETONE_CCENTERED, CDHR2, CDH2R, KETONE_OCENTERED)
CC(*O)CQCCHO       2   286.561     6.801     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 711.217K PC=  45.777BAR VC= 369.500CM3/MOL TB= 530.490K	(CSH3R, KETONE_CCENTERED, CSHR3, CSH2R2, ALDEHYDE_CCENTERED, ALDEHYDE_OCENTERED, KETONE_OCENTERED, ETHER, ALCOHOL)
CC(*O)CCQCHO       2   286.561     6.801     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 711.217K PC=  45.777BAR VC= 369.500CM3/MOL TB= 530.490K	(CSH3R, KETONE_CCENTERED, CSH2R2, CSHR3, ALDEHYDE_CCENTERED, ALDEHYDE_OCENTERED, KETONE_OCENTERED, ETHER, ALCOHOL)
C*CCQ(C)OCHO       2   304.425     6.600     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 673.769K PC=  44.150BAR VC= 357.500CM3/MOL TB= 492.930K	(CDH2R, CDHR2, CSR4, ETHER, ALDEHYDE_CCENTERED, ALDEHYDE_OCENTERED, CSH3R, ETHER, ALCOHOL)
CC(*O)OCQC*C       2   310.152     6.595     0.000     0.000     1.000 ! LJ PARAMETERS ESTIMATED BY RMG: TC= 657.777K PC=  42.056BAR VC= 333.500CM3/MOL TB= 478.510K	(CDH2R, CDHR2, CSHR3, ESTER_OCENTERED1, KETONE_CCENTERED, KETONE_OCENTERED, CSH3R, ETHER, ALCOHOL)
C4H71-3              2   355.000     4.650     0.000     0.000     1.000 ! NMM
C4H71-4              2   355.000     4.650     0.000     0.000     1.000 ! NMM
C4H72-1              2   355.000     4.650     0.000     0.000     1.000 ! NMM
C4H8-1             2   355.000     4.650     0.000     0.000     1.000 ! NMM
C3H6CHO-1             2   464.2   5.009   2.6 0.0 1.0 !   WJP
