AC5H9-D         				2   396.800     5.458     0.000     0.000     1.000
B2E2M1OJ        				2   523.200     5.664     1.700     0.000     1.000
B13DE2M         				2   408.000     5.200     0.000     0.000     1.000
B13DE2MJ        				2   408.000     5.200     0.000     0.000     1.000
B12DE3M         				2   408.000     5.200     0.000     0.000     1.000
B2E3M1OJ        				2   523.200     5.664     1.700     0.000     1.000
TC4H8CHO        				2   476.000     5.778     2.600     0.000     1.000
O2C4H8CHO       				2   588.531     5.942     0.000     0.000     0.000
O2HC4H8CO       				2   588.531     5.942     0.000     0.000     0.000
C6H101-5        				2   337.788     5.608     0.000     0.000     1.000
C6H9-A          				2   346.876     5.564     0.000     0.000     1.000
H15DE25DM       				2   464.800     5.290     0.000    10.320     0.000
H15DE25DM-S     				2   395.000     4.037     1.300     0.000     1.000
H15DE25DM-A     				2   395.000     4.037     1.300     0.000     1.000
H15DE25DM-AO    				2   496.000     5.200     0.000     0.000     1.000
H15DE25DM-SO    				2   496.000     5.200     0.000     0.000     1.000
H15DE2M-T       				2   450.000     5.500     0.000     0.000     1.000
IC4H7CHO        				2   476.000     5.778     2.600     0.000     1.000
L-C6H4          				2   412.300     5.349     0.000     0.000     1.000
C-C6H4          				2   464.800     5.290     0.000    10.320     0.000
C6H3            				2   357.000     5.180     0.000     0.000     1.000
C6H2            				1   408.000     5.200     0.000     0.000     1.000
C6H6            				2   468.500     5.230     0.000    10.300     1.000
FULVENE         				2   468.500     5.230     0.000     0.000     1.000
C6H5            				2   412.300     5.349     0.000     0.000     1.000
C6H5OO          				2   464.800     5.290     0.000    10.320     0.000
C6H5OOH         				2   464.800     5.290     0.000    10.320     0.000
C6H5OH          				2   450.000     5.500     0.000     0.000     1.000
C6H5O           				2   450.000     5.500     0.000     0.000     1.000
C6H4OH          				2   464.800     5.290     0.000    10.320     0.000
OC6H4OH         				2   621.100     5.640     0.000     0.000     1.000
O-C6H4O2        				2   450.000     5.500     0.000     0.000     1.000
P-C6H4O2        				2   450.000     5.500     0.000     0.000     1.000
O-OC6H5OJ       				2   450.000     5.500     0.000     0.000     1.000
P-OC6H5OJ       				2   450.000     5.500     0.000     0.000     1.000
P-C6H3O2        				2   450.000     5.500     0.000     0.000     1.000
C5H6            				1   408.000     5.200     0.000     0.000     1.000
C5H5            				1   408.000     5.200     0.000     0.000     1.000
C5H6-L          				2   408.000     5.200     0.000     0.000     1.000
C#CCVCCJ        				2   408.000     5.200     0.000     0.000     1.000
C5H7            				2   408.000     5.200     0.000     0.000     1.000
CVCCJCVC        				2   408.000     5.200     0.000     0.000     1.000
CVCCVCCJ        				2   408.000     5.200     0.000     0.000     1.000
CVCCJCVCOH      				2   523.200     5.664     1.700     0.000     1.000
HOCVCCVO        				2   435.200     4.662     2.700     0.000     1.000
CVCCVCCOH       				2   523.200     5.664     1.700     0.000     1.000
OC5H7O          				2   496.000     5.200     0.000     0.000     1.000
OC4H6O          				2   496.000     5.200     0.000     0.000     1.000
OC4H5O          				2   496.000     5.200     0.000     0.000     1.000
O2CCHOOJ        				2   470.600     4.410     0.000     0.000     1.500
HOCVCCJVO       				2   435.200     4.662     2.700     0.000     1.000
C5H5OH          				2   450.000     5.500     0.000     0.000     1.000
C5H5O           				2   450.000     5.500     0.000     0.000     1.000
C5H4OH          				2   450.000     5.500     0.000     0.000     1.000
C5H4O           				2   450.000     5.500     0.000     0.000     1.000
C5H3O           				2   511.398     5.357     0.000     0.000     1.000
CJVCCVCCVO      				2   523.200     5.664     1.700     0.000     1.000
CVCCVCCJVO      				2   523.200     5.664     1.700     0.000     1.000
CJVCCVO         				2   443.200     4.120     0.000     0.000     1.000
PMH             				2   517.400     7.100     0.000     0.000     1.000
PMH-R1          				2   517.400     7.100     0.000     0.000     1.000
PMH-R3          				2   517.400     7.100     0.000     0.000     1.000
PMH-R4          				2   517.400     7.100     0.000     0.000     1.000
PMH-R5          				2   517.400     7.100     0.000     0.000     1.000
AC11H23         				2   497.100     6.900     0.000     0.000     1.000
BC11H23         				2   497.100     6.900     0.000     0.000     1.000
AC11H22         				2   497.100     6.900     0.000     0.000     1.000
BC11H22         				2   497.100     6.900     0.000     0.000     1.000
EC11H22         				2   497.100     6.900     0.000     0.000     1.000
C12H24-3        				2   527.400     7.100     0.000     0.000     1.000
C12H24-4        				2   527.400     7.100     0.000     0.000     1.000
C12H23-35       				2   527.400     7.100     0.000     0.000     1.000
C12H23-36       				2   527.400     7.100     0.000     0.000     1.000
C12H23-43       				2   527.400     7.100     0.000     0.000     1.000
NEOC5H11COCH3   				2   475.300     6.100     0.000     0.000     1.000
C11H20          				2   517.300     6.800     0.000     0.000     1.000
AC11H21         				2   508.100     6.900     0.000     0.000     1.000
AC10H19         				2   477.500     6.700     0.000     0.000     1.000
PC7H13          				2   421.900     5.900     0.000     0.000     1.000
TC4XCOC3H5      				2   492.700     6.200     0.000     0.000     1.000
TC4COC3H4       				2   492.700     6.200     0.000     0.000     1.000
IC7H13CO        				2   487.300     6.300     0.000     0.000     1.000
NEC6H11CO       				2   477.800     6.000     0.000     0.000     1.000
TC4H8COC2H3     				2   477.800     6.000     0.000     0.000     1.000
NEOC5H11CCO     				2   477.800     6.000     0.000     0.000     1.000
DC7H15CHO       				2   486.900     6.300     0.000     0.000     1.000
NEOC5H11CHCO    				2   477.800     6.000     0.000     0.000     1.000
TC4H9COC2H3     				2   475.900     6.000     0.000     0.000     1.000
DC7H15CO        				2   486.900     6.300     0.000     0.000     1.000
C3H5CH2TC3H6CHO 				2   497.500     6.300     0.000     0.000     1.000
TC4COC3H5       				2   486.000     6.300     0.000     0.000     1.000
IC7H14CO        				2   510.800     6.200     0.000     0.000     1.000
NEC6H11CHO      				2   477.800     6.000     0.000     0.000     1.000
IC7H13CHO       				2   487.300     6.300     0.000     0.000     1.000
DMPD13          				2   418.600     5.900     0.000     0.000     1.000
DC8H17          				2   442.400     6.300     0.000     0.000     1.000
PC7H15          				2   421.600     6.000     0.000     0.000     1.000
OC7H14          				2   432.500     5.900     0.000     0.000     1.000
JC8H16          				2   442.500     6.200     0.000     0.000     1.000
IC8H16          				2   452.900     6.200     0.000     0.000     1.000
PC7H14          				2   421.900     5.900     0.000     0.000     1.000
TC4H9CHO        				2   432.000     5.500     0.000     0.000     1.000
NEOC5H11        				2   384.800     5.400     0.000     0.000     1.000
JC8H15-D        				2   452.900     6.200     0.000     0.000     1.000
IC8H15-A        				2   452.900     6.200     0.000     0.000     1.000
TC4H9CO         				2   432.000     5.500     0.000     0.000     1.000
TC4H9COC2H4S    				2   475.300     6.100     0.000     0.000     1.000
HC6H12CHO       				2   466.900     6.100     0.000     0.000     1.000
IC6H11          				2   410.300     5.700     0.000     0.000     1.000
NEOC6H12        				2   403.700     5.700     0.000     0.000     1.000
OC7H13-N        				2   421.900     5.900     0.000     0.000     1.000
IC5H9           				2   381.200     5.400     0.000     0.000     1.000
PC7H13O-O       				2   493.800     6.000     0.000     0.000     1.000
CC6H11-B        				2   407.400     5.700     0.000     0.000     1.000
XC7H13-Y2       				2   420.900     6.000     0.000     0.000     1.000
JC8H15-B        				2   452.900     6.200     0.000     0.000     1.000
JC8H15-A        				2   452.900     6.200     0.000     0.000     1.000
HC6H13          				2   403.300     5.800     0.000     0.000     1.000
PC7H13-N        				2   421.900     5.900     0.000     0.000     1.000
PC7H13-O        				2   421.900     5.900     0.000     0.000     1.000
NEOC5H11COCH2   				2   475.300     6.100     0.000     0.000     1.000
NEOC5H11O       				2   456.400     5.600     0.000     0.000     1.000
YC7H13-Y2       				2   420.900     6.000     0.000     0.000     1.000
DMPD13-B        				2   418.600     5.900     0.000     0.000     1.000
DMPD13-E        				2   418.600     5.900     0.000     0.000     1.000
NEOC6H11        				2   403.700     5.700     0.000     0.000     1.000
NEOC5H10COCH3   				2   475.300     6.100     0.000     0.000     1.000
TC4H9CHCOCH3    				2   475.300     6.100     0.000     0.000     1.000
CC6H11O-B       				2   470.800     5.800     0.000     0.000     1.000
JC8H15O-B       				2   478.000     6.400     0.000     0.000     1.000
IC8H15O-D       				2   478.000     6.400     0.000     0.000     1.000
MPT124          				2   408.200     5.500     0.000     0.000     1.000
IC4H7COCH3      				2   454.300     5.800     0.000     0.000     1.000
TC4H9CHCCH3     				2   421.900     5.900     0.000     0.000     1.000
MPT124J         				2   408.200     5.500     0.000     0.000     1.000
IC3H5CHCOCH3    				2   454.300     5.800     0.000     0.000     1.000
AC3H4CH2COCH3   				2   454.300     5.800     0.000     0.000     1.000
IC4H7COCH2      				2   454.300     5.800     0.000     0.000     1.000
IC3H6CHCOCH3    				2   464.800     5.700     0.000     0.000     1.000
AC3H5CHCOCH3    				2   464.800     5.700     0.000     0.000     1.000
IC3H6CHCOCH2    				2   464.800     5.700     0.000     0.000     1.000
NEOC5H11CCH2    				2   421.900     5.900     0.000     0.000     1.000
NEOC5H11CO      				2   449.600     5.800     0.000     0.000     1.000
