#SpecName               Dummy       eps/k       sigma    Dummy    Dummy    Dummy
I-C3H7                      2     329.514       4.272    0.000    0.000    0.000
C2H3CO                      2     379.854       4.632    0.000    0.000    0.000
C2H3CHO                     2     428.800       4.958    0.000    0.000    0.000
CH3CHCO                     2     383.872       4.660    0.000    0.000    0.000
CH2CCH2OH                   2     387.860       4.687    0.000    0.000    0.000
C3H5O                       2     411.000       4.820    0.000    0.000    0.000
C2H5CO                      2     387.860       4.687    0.000    0.000    0.000
CH3COCH2                    2     387.860       4.687    0.000    0.000    0.000
C2H5CHO                     2     391.819       4.715    0.000    0.000    0.000
CH3COCH3                    2     391.819       4.715    0.000    0.000    0.000
N-C3H7O                     2     395.749       4.741    0.000    0.000    0.000
CH3COCH2O                   2     447.639       5.086    0.000    0.000    0.000
N-C3H7O2                    2     454.761       5.132    0.000    0.000    0.000
C3H6OOH1-2                  2     454.761       5.132    0.000    0.000    0.000
C3H6OOH2-1                  2     454.761       5.132    0.000    0.000    0.000
I-C3H7O2                    2     454.761       5.132    0.000    0.000    0.000
CH3COCH2O2                  2     502.115       5.429    0.000    0.000    0.000
CH3COCH2O2H                 2     505.403       5.449    0.000    0.000    0.000
C4H7                        2     380.022       4.633    0.000    0.000    0.000
I-C4H7                      2     380.022       4.633    0.000    0.000    0.000
C4H8-1                      2     384.039       4.661    0.000    0.000    0.000
I-C4H8                      2     384.039       4.661    0.000    0.000    0.000
!C6H2                        0     495.300       5.680    0.000    0.000    0.000
!A1                          0     464.800       5.290    0.000    0.000    0.000
! Nguyen, Peeters & Vereecken - JPCA (2007) 

A1O                2   410.0       5.92      0.00      0.00      0.000
A1OH               2   410.0       5.92      0.00      0.00      0.000

                                                                                
! The Lennard-Jones parameters of polycyclic aromatic hydrocarbons were estimated 
! based on the critical temperature and pressure. See H. Wang and M. Frenklach,   
! "Transport Properties of Polycyclic Aromatic Hydrocarbons for Flame Modeling."

! Same as Benzene  
O-C6H4             2   464.8       5.29      0.00     10.32      1.000
A1-                2   464.8       5.29      0.00     10.32      1.000
A1                 2   464.8       5.29      0.00     10.32      1.000
C5H4CH2            2   464.8       5.29      0.00     10.32      1.000
C-C6H6O            2   464.8       5.29      0.00     10.32      1.000
OC6H4O             2   464.8       5.29      0.00     10.32      1.000
A1O2               2   464.8       5.29      0.00     10.32      1.000

! Same as toluene
A1CH3              2   495.3       5.68      0.43     12.30      1.000
A1CH2              2   495.3       5.68      0.43     12.30      1.000
A1CH3*             2   495.3       5.68      0.43     12.30      1.000
A1CHO              2   495.3       5.68      0.43     12.30      1.000
A1CO               2   495.3       5.68      0.43     12.30      1.000
A1CH2O             2   495.3       5.68      0.43     12.30      1.000
A1CH2OH            2   495.3       5.68      0.43     12.30      1.000
HOA1CH3            2   495.3       5.68      0.43     12.30      1.000
OA1CH3             2   495.3       5.68      0.43     12.30      1.000

C6H2               1   495.3       5.68      0.43     12.30      1.000
C8H2               1   495.3       5.68      0.43     12.30      1.000

! Phenyl-acetylene
A1C2H              2   535.6       5.72      0.77     12.00      1.000
A1C2H*             2   535.6       5.72      0.77     12.00      1.000
A1C2H-             2   535.6       5.72      0.77     12.00      1.000

! Styrene
A1C2H5             2   546.2       6.00      0.13     15.00      1.000
A1C2H4             2   546.2       6.00      0.13     15.00      1.000
A1C2H3             2   546.2       6.00      0.13     15.00      1.000
A1C2H3*            2   546.2       6.00      0.13     15.00      1.000
A1C2H2             2   546.2       6.00      0.13     15.00      1.000
C8H9O2             2   546.2       6.00      0.13     15.00      1.000
C8H8OOH            2   546.2       6.00      0.13     15.00      1.000
OC8H7OOH           2   546.2       6.00      0.13     15.00      1.000

A1CH3CH3           2   546.2       6.00      0.13     15.00      1.000
A1CH3CH2           2   546.2       6.00      0.13     15.00      1.000
A1CH3CHO           2   546.2       6.00      0.13     15.00      1.000
A1CHOCH2           2   546.2       6.00      0.13     15.00      1.000
A1CHOCHO           2   546.2       6.00      0.13     15.00      1.000

! Napthalene
A2                 2   630.4       6.18      0.00     16.50      1.000
C9H8               2   630.4       6.18      0.00     16.50      1.000
C9H7               2   630.4       6.18      0.00     16.50      1.000
C9H6O              2   630.4       6.18      0.00     16.50      1.000
A2O                2   630.4       6.18      0.00     16.50      1.000
A2OH               2   630.4       6.18      0.00     16.50      1.000
A2-                2   630.4       6.18      0.00     16.50      1.000
A2*                2   630.4       6.18      0.00     16.50      1.000

! Acenaphthylene
A2CH2              2   693.1       6.47      0.00     18.00      1.000
A2CH3              2   693.1       6.47      0.00     18.00      1.000
A2CH2O             2   693.1       6.47      0.00     18.00      1.000
A2CHO              2   693.1       6.47      0.00     18.00      1.000
A2R5               2   693.1       6.47      0.00     18.00      1.000
A2R5-              2   693.1       6.47      0.00     18.00      1.000
A2C2HA             2   693.1       6.47      0.00     18.00      1.000
A2C2HB             2   693.1       6.47      0.00     18.00      1.000
A2C2HA*            2   693.1       6.47      0.00     18.00      1.000
A2C2HB*            2   693.1       6.47      0.00     18.00      1.000
A2C2H2A            2   693.1       6.47      0.00     18.00      1.000
A2C2H2B            2   693.1       6.47      0.00     18.00      1.000
A2R5C2H*           2   772.8       6.94      0.00     18.00      1.000
A2R5C2H            2   772.8       6.94      0.00     18.00      1.000

! Phenanthrene
A3                 2   772.0       6.96      0.00     38.80      1.000
A3-                2   772.0       6.96      0.00     38.80      1.000
A3*                2   772.0       6.96      0.00     38.80      1.000
A2R5C2H2           2   772.0       6.96      0.00     38.80      1.000

! Acephenanthrylene
A3R5               2   837.5       7.28      0.00      0.00      0.000
A3R5-              2   837.5       7.28      0.00      0.00      0.000

! Pyrene
A4                 2   834.9       7.24      0.00     45.00      1.000
A4-                2   834.9       7.24      0.00     45.00      1.000
A4R5               2   834.9       7.24      0.00     45.00      1.000
FLTN               2   834.9       7.24      0.00     45.00      1.000

! Biphenyl
P2                 2   676.5       6.31      0.00     20.00      1.000
P2-                2   676.5       6.31      0.00     20.00      1.000
B2                 2   676.5       6.31      0.00     20.00      1.000

!GRI3.0
H2CN               1   569.000     3.630     0.000     0.000     1.000 ! os/jm
HCN                1   569.000     3.630     0.000     0.000     1.000 ! OIS
HNO                2   116.700     3.492     0.000     0.000     1.000 ! *
N                  0    71.400     3.298     0.000     0.000     0.000 ! *
NNH                2    71.400     3.798     0.000     0.000     1.000 ! *
N2O                1   232.400     3.828     0.000     0.000     1.000 ! *
NH                 1    80.000     2.650     0.000     0.000     4.000
NH2                2    80.000     2.650     0.000     2.260     4.000
NH3                2   481.000     2.920     1.470     0.000    10.000
NO                 1    97.530     3.621     0.000     1.760     4.000
NO2                2   200.000     3.500     0.000     0.000     1.000 ! *
HCNO               2   232.400     3.828     0.000     0.000     1.000 ! JAM
HOCN               2   232.400     3.828     0.000     0.000     1.000 ! JAM
HNCO               2   232.400     3.828     0.000     0.000     1.000 ! OIS
NCO                1   232.400     3.828     0.000     0.000     1.000 ! OIS
CN                 1    75.000     3.856     0.000     0.000     1.000 ! OIS
HCNN               2   150.000     2.500     0.000     0.000     1.000 ! *

!Zhang 2020 
CPN                  2      485.716    5.327      0.000      0.000      0.000
C5Y1D4               2      485.716    5.327      0.000      0.000      0.000
CPNOL-D1             2      485.716    5.327      0.000      0.000      0.000
CPN-2R               2      482.331    5.306      0.000      0.000      0.000
CPN-3R               2      482.331    5.306      0.000      0.000      0.000
C5Y3D1               2      485.716    5.327      0.000      0.000      0.000
C5Y3D1-5R            2      482.331    5.306      0.000      0.000      0.000
C5Y2D4               2      485.716    5.327      0.000      0.000      0.000
C5Y2D4-1R            2      482.331    5.306      0.000      0.000      0.000
C5Y1D4-1R            2      482.331    5.306      0.000      0.000      0.000
CPND2                2      450.000    5.500      0.000      0.000      1.000
CPND3                2      450.000    5.500      0.000      0.000      1.000
CPND2-4R             2      450.000    5.500      0.000      0.000      1.000
CPN-2OH              2      459.600    6.253      0.000      0.000      1.000
CPN-2OR              2      496.000    5.200      0.000      0.000      1.000
CPN-3OH              2      459.600    6.253      0.000      0.000      1.000
CPN-3OR              2      496.000    5.200      0.000      0.000      1.000
C5Y1D24              2      450.000    5.500      0.000      0.000      1.000
C2H3CHCO             1      357.000    5.180      0.000      0.000      1.000
PC3H6CHCO            2      482.331    5.306      0.000      0.000      0.000
CPND2-5R             2      450.000    5.500      0.000      0.000      1.000
C5Y125               2      458.500    6.414      0.000      0.000      1.000
C5Y135               2      458.500    6.414      0.000      0.000      1.000
C5Y125-1R            2      458.500    6.414      0.000      0.000      1.000
C5Y125-5R            2      458.500    6.414      0.000      0.000      1.000
C5Y135-1R            2      458.500    6.414      0.000      0.000      1.000
C5Y1D24-1R           2      450.000    5.500      0.000      0.000      1.000
AC3H5CO              2      464.200    5.009      2.600      0.000      1.000
C2H3CHCHO            2      464.200    5.009      2.600      0.000      1.000
C5Y1D2-1R            2      482.331    5.306      0.000      0.000      0.000
C5Y1D4-3R            2      482.331    5.306      0.000      0.000      0.000
AC3H5CHCO            2      450.000    5.500      0.000      0.000      1.000
PC2H4CHCO            2      436.400    5.352      0.000      0.000      1.000
C5Y3D14              2      450.000    5.500      0.000      0.000      1.000
CPND24               2      450.000    5.500      0.000      0.000      1.000
